ID,UNIVESITY,URL,CODE,NAME,CODE,SCORE,METHOD
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kế toán,7340301,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Luật,7380101,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Luật,7380107,"DGNLHCM, DGNLQGHN",18,Luật kinh tế; Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ sinh học,7420201,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Khoa học máy tính,7480101,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ thông tin,7480201,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ kỹ thuật ô tô,7510205,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),7510206,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,"Công nghệ kỹ thuật điện, điện tử",7510301,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kỹ thuật điện tử - viễn thông,7520207,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kỹ thuật điều khiển và tự động hoá,7520216,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ thực phẩm,7540101,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kỹ thuật xây dựng,7580201,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kỹ thuật xây dựng,7580205,"DGNLHCM, DGNLQGHN",18,Kỹ thuật xây dựng công trình giao thông; Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kinh tế,7580301,"DGNLHCM, DGNLQGHN",18,Kinh tế xây dựng; Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Chăn nuôi,7620105,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Nông học,7620109,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Nuôi trồng thuỷ sản,7620301,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công tác xã hội,7760101,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Quản lý tài nguyên và môi trường,7850101,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Quản lý đất đai,7850103,"DGNLHCM, DGNLQGHN",18,Đánh giá năng lực Đại học Quốc gia Hà Nội; Đánh giá năng lực Đại học Quốc gia TPHCM
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Quản lý giáo dục,7140114,"A00, A01, D01, C00",23.25,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Giáo dục Quốc phòng - An ninh,7140208,"A00, A01, D01, C00",25.7,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Sư phạm Tin học,7140210,"A00, B00, A01, D07",22.25,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Sư phạm Vật lý,7410211,"A00, B00, A01, D07",24.4,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Sư phạm Sinh học,7140213,"B00, A02, B02",23.55,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Sư phạm Ngữ văn,7140217,"D01, C00, D15, C20",26.7,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Quản lý văn hoá,7229042,"A00, A01, D01, C00",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kinh tế,7310101,"A00, B00, A01, D01",19,"Tốt nghiệp THPT; CN: Kinh tế đầu tư, Quản lý kinh tế"
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Chính trị học,7310201,"A00, D01, C00, C19",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Quản lý nhà nước,7310205,"A00, A01, D01, C00",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Việt Nam học,7310630,"A00, A01, D01, C00",19,Tốt nghiệp THPT; CN: Du lịch
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Quản trị kinh doanh,7340101,"A00, A01, D01, D07",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Quản trị kinh doanh,7340101C,"A00, A01, D01, D07",20,Tốt nghiệp THPT; CLC
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Tài chính - Ngân hàng,7340201,"A00, A01, D01, D07",19,Tốt nghiệp THPT; CN: Tài chính doanh nghiệp và Ngân hàng thương mại
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kế toán,7340301,"A00, A01, D01, D07",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Luật,7390101,"A00, A01, D01, C00",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Luật,7380107,"A00, A01, D01, C00",19,Tốt nghiệp THPT; CN: Luật kinh tế
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ sinh học,7420201,"A00, A01, D01, C00",18,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Khoa học máy tính,7480101,"A00, A01, D01, D07",18,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ thông tin,7480201,"A00, A01, D01, D07",20,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ thông tin,7489291C,"A00, A01, D01, D07",21,Tốt nghiệp THPT; CLC
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ kỹ thuật ô tô,7510205,"A00, B00, D01, D07",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),7510206,"A00, B00, A01, D01",26,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,"Công nghệ kỹ thuật điện, điện tử",7510301,"A00, B00, A01, D01",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ kỹ thuật điện tử - viễn thông,7520207,"A00, B00, A01, D01",17,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kỹ thuật điều khiển và tự động hoá,7520216,"A00, B00, A01, D01",19,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Công nghệ thực phẩm,7540101,"A00, B00, D01, A07",18,Tốt nghiệp THPT
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kỹ thuật xây dựng,7580201,"A00, B00, A01, D01",17,"Tốt nghiệp THPT; CN: Xây dựng dân dụng và công nghiệp, Kết cấu công trình, Công nghệ kỹ thuật xây dựng"
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kỹ thuật xây dựng,7580205,"A00, B00, A01, D01",17,Tốt nghiệp THPT; CN: Kỹ thuật xây dựng công trình giao thông
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Kinh tế,7580301,"A00, B00, A01, D01",17,Tốt nghiệp THPT; CN: Kinh tế xây dựng
VU ,Đại Học Vinh,https://huongnghiep.hocmai.vn/diem-truong/dai-hoc-vinh/,Chăn nuôi,7620105,"A00, B00, B08, D01",17,Tốt nghiệp THPT; CN: Thú y
